,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,service,wait,table,time,staff,bartender,hour,food,chicken,burger,cheap,affordable,expensive,drink,beer,cocktail,place,music,quiet
357,Xc92ex6nMyLmCfqs-1DWvw,Great Chow,17 Beale St,Quincy,MA,02170,42.267552,-71.01686550000001,2.5,173,1,"{'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'no'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'False'}","Restaurants, Bars, Chinese, Nightlife, Sushi Bars, Cocktail Bars, Wine Bars","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:30', 'Friday': '11:30-23:30', 'Saturday': '11:30-23:30', 'Sunday': '11:30-22:30'}",service,wait,table,time,staff,,hour,food,chicken,,,,,,,,place,,
358,Z_QJ3-8J4-U5xCW8NjfpBQ,Pips & Bounce,833 SE Belmont St,Portland,OR,97214,45.5165908241,-122.6572469558,4.0,155,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'CoatCheck': 'False', 'NoiseLevel': ""'loud'"", 'GoodForDancing': 'False', 'DogsAllowed': 'False', 'Smoking': ""u'outdoor'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'ByAppointmentOnly': 'False', 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True'}","Bars, Restaurants, Pizza, American (Traditional), Cocktail Bars, Recreation Centers, Social Clubs, Arts & Entertainment, Active Life, Nightlife","{'Monday': '0:0-0:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}",service,,,,staff,,,,,,,,,,,,,,
359,035XcNrfyvSCP12SBgv6Vg,Chuy's,6688 S Semoran Blvd,Orlando,FL,32822,28.466420938699997,-81.3111133128,4.0,344,1,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'HappyHour': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsPriceRange2': '2', 'Alcohol': ""'full_bar'"", 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'Caters': 'True', 'GoodForDancing': 'False', 'CoatCheck': 'False', 'RestaurantsGoodForGroups': 'True', 'Smoking': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'BikeParking': 'True', 'DriveThru': 'False', 'NoiseLevel': ""'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'True'}","Tex-Mex, Cocktail Bars, Mexican, Restaurants, Nightlife, Salad, Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",,,table,,,,,,,,,,,,,,,,
360,Oc6QzpputJqYI5LPsuRzYA,Kyoto Sushi & Grill,2716 E Colonial Dr,Orlanto,FL,32803,28.5522267,-81.34868309999999,4.0,22,1,{'HappyHour': 'True'},"Sushi Bars, Japanese, Nightlife, Restaurants, Cocktail Bars, Bars",,,,,,,,,,,,,,,,,,,,
361,IoO_GMGfEEkG6Ety6mdJ3g,Speakeasy,412 D Congress Ave,Austin,TX,78701,30.266847,-97.743725,3.5,226,1,"{'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'True', 'NoiseLevel': ""'loud'"", 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForKids': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}""}","Speakeasies, Venues & Event Spaces, Arts & Entertainment, Active Life, Nightlife, Bars, Cocktail Bars, Lounges, Music Venues, Musicians, Bowling, Event Planning & Services","{'Monday': '17:0-2:0', 'Tuesday': '17:0-2:0', 'Wednesday': '17:0-2:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:0', 'Saturday': '17:0-2:0', 'Sunday': '17:0-2:0'}",service,,,time,staff,bartender,,,,,,,,drink,beer,,place,music,
362,s0fL0Zf66-RHe0TCgPd5iA,Agave Azul Cocina Mexicana,4750 S Kirkman Rd,Orlando,FL,32811,28.49288,-81.460699,4.5,1009,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'Smoking': ""u'outdoor'"", 'HappyHour': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsTableService': 'True', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'DogsAllowed': 'False', 'CoatCheck': 'False', 'WheelchairAccessible': 'True', 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'None', 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'None', 'OutdoorSeating': 'None', 'DriveThru': 'False'}","Restaurants, Mexican, Bars, Cocktail Bars, Nightlife, Spanish","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",,,,,,,,,,,,,,,,,,,
363,5HA3j3RnK6aDpTa0CVOITw,Cliff’s PDX,128 NE Russell St,Portland,OR,97212,45.5407835,-122.6634794,5.0,12,1,"{'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'CoatCheck': 'False', 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'BikeParking': 'True', 'Smoking': ""u'outdoor'"", 'NoiseLevel': ""u'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'HappyHour': 'False', 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'HasTV': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}""}","Cocktail Bars, Nightlife, Bars, Sandwiches, American (New), Dive Bars, Restaurants, Burgers","{'Monday': '0:0-0:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '15:0-21:0', 'Sunday': '15:0-21:0'}",,,,,,,,,,,,,,,,,,,
364,LwDqmUV9oyJCSSTLgqgNBw,Traditions at Reunion Resort,7880 Traditions Blvd,Kissimmee,FL,34747,28.2800651,-81.6008363,3.5,16,1,"{'ByAppointmentOnly': 'False', 'Alcohol': ""u'full_bar'"", 'DogsAllowed': 'False', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'Smoking': ""u'outdoor'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'HappyHour': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'RestaurantsReservations': 'True', 'BikeParking': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'CoatCheck': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Breakfast & Brunch, Restaurants, Bars, Cocktail Bars, American (New), Nightlife","{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Sunday': '16:0-21:0'}",,,,time,,,,,,,,,,,,,,,
365,X05LWeDT93dhQkDyCG8IeA,Sixth Gear - Cask & Kitchen,81 L St,Boston,MA,02127,42.334632,-71.035588,3.5,112,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'False', 'BusinessAcceptsBitcoin': 'False', 'Music': ""{'dj': False, 'background_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Alcohol': ""u'full_bar'"", 'Smoking': ""u'outdoor'"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'CoatCheck': 'False', 'NoiseLevel': ""u'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': True, 'saturday': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'HappyHour': 'True', 'Corkage': 'False', 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'BYOB': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True'}","American (New), Restaurants, Nightlife, Bars, Champagne Bars, Wine Bars, Cocktail Bars, Beer Bar","{'Monday': '0:0-0:0', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '12:0-21:30'}",,wait,,time,,,,food,chicken,burger,,,,,,,,,
366,UTWjVCvvazNm2X8EzyuGyQ,Tortilla Rica,5150 West Irlo Bronson Memorial Hwy,Kissimmee,FL,34746,28.331799600000004,-81.4888045,3.5,35,1,"{'HasTV': 'True', 'HappyHour': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}"", 'WheelchairAccessible': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}""}","Bars, Nightlife, Restaurants, New Mexican Cuisine, Cocktail Bars, Spanish, Breakfast & Brunch, Mexican, Tacos","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",,,table,,,bartender,,,,,,,,,,,,,
367,5YJAj2xCesZIn3_f28OPeA,Thirsty Duck Saloon,505 Main St,Oregon City,OR,97045,45.3569495,-122.6100605,4.0,27,1,"{'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'Caters': 'False', 'HasTV': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'RestaurantsReservations': 'False', 'Alcohol': ""'full_bar'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'DriveThru': 'False', 'HappyHour': 'True', 'Smoking': ""u'no'"", 'RestaurantsTableService': 'True', 'GoodForKids': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'CoatCheck': 'True', 'NoiseLevel': ""'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Restaurants, Nightlife, Burgers, Pubs, Bars, Cocktail Bars","{'Monday': '15:0-0:0', 'Tuesday': '15:0-0:0', 'Wednesday': '15:0-0:0', 'Thursday': '15:0-0:0', 'Friday': '15:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-0:0'}",,,,,,,,,,,,,,,,,,,
368,cDULSxQinDUiInwCptYZ9Q,Hampton + Hudson,299 N Highland Ave NE,Atlanta,GA,30307,33.7621191046,-84.358874772,3.5,283,1,"{'Alcohol': ""u'full_bar'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '2', 'DogsAllowed': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'Music': ""{'dj': False}"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'HappyHour': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForDancing': 'False', 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': None}"", 'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'None', 'Smoking': ""u'no'"", 'RestaurantsDelivery': 'None', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': True, 'saturday': True}"", 'BikeParking': 'True', 'CoatCheck': 'False', 'HasTV': 'True', 'OutdoorSeating': 'None', 'NoiseLevel': ""u'average'""}","Nightlife, Cocktail Bars, Bars, American (Traditional), Gastropubs, Restaurants","{'Monday': '11:0-2:30', 'Tuesday': '11:0-18:0', 'Wednesday': '18:0-2:0', 'Thursday': '11:0-2:30', 'Friday': '11:0-2:30', 'Saturday': '10:0-2:30', 'Sunday': '10:0-0:0'}",service,wait,,,,,hour,food,chicken,,,,,drink,beer,,place,music,
369,1yUvx89slO4SRud5O3zjUQ,Tiger Mama,1363 Boylston St,Boston,MA,02215,42.344093,-71.1003177,3.5,623,1,"{'Smoking': ""u'no'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'False', 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForDancing': 'False', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '3', 'RestaurantsAttire': ""'casual'"", 'WheelchairAccessible': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'CoatCheck': 'True', 'RestaurantsTableService': 'False', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'loud'"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': None, 'classy': True, 'casual': None}""}","Nightlife, Cocktail Bars, Thai, Restaurants, Vietnamese, Bars","{'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0'}",service,wait,,time,staff,,,food,,,,,,,,,place,,
370,xFduQVg6jqxMs_OhcrbegA,Copper Restaurant & Dessert Lounge,"3401 Esperanza Crossing, Ste 104",Austin,TX,78758,30.4010544,-97.7273642,4.0,556,1,"{'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'HasTV': 'False', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'HappyHour': 'True', 'DogsAllowed': 'True', 'DriveThru': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True'}","Tapas/Small Plates, Tapas Bars, American (New), Specialty Food, Bars, Breakfast & Brunch, Restaurants, Nightlife, Southern, Cocktail Bars, Food, Desserts, Chocolatiers & Shops","{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '11:30-15:30', 'Friday': '12:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-16:0'}",,,,,,,,,,,,,,,,,,,
371,rvM4hrCnaChlw97NRPbgLg,Cedar Door Patio Bar & Grill,201 Brazos St,Austin,TX,78701,30.2640756302,-97.7425901747,3.5,527,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'Corkage': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'GoodForKids': 'False', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""'yes_free'"", 'BikeParking': 'True', 'Alcohol': ""'full_bar'"", 'WiFi': ""u'free'"", 'RestaurantsAttire': ""'casual'"", 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTableService': 'True', 'DogsAllowed': 'True', 'RestaurantsReservations': 'False', 'Smoking': ""u'yes'"", 'DriveThru': 'False', 'CoatCheck': 'False', 'RestaurantsDelivery': 'False', 'BYOB': 'False'}","Restaurants, Burgers, Event Planning & Services, American (New), American (Traditional), Bars, Venues & Event Spaces, Sandwiches, Nightlife, Sports Bars, Local Flavor, Cocktail Bars","{'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '12:0-0:0'}",service,wait,table,time,,,,food,chicken,,,,,,beer,,place,,
372,_MiauShza42XoUxGzga6RQ,Stay Gold,1910 E Cesar Chavez,Austin,TX,78702,30.2571042,-97.72365759999998,4.0,126,1,"{'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'CoatCheck': 'False', 'Alcohol': ""u'full_bar'"", 'HappyHour': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'WiFi': ""'free'"", 'RestaurantsTableService': 'False', 'Smoking': ""u'outdoor'"", 'GoodForKids': 'False', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'GoodForDancing': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'False', 'Music': ""{'live': True}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': True}"", 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'True'}","Cocktail Bars, Music Venues, Nightlife, Bars, Restaurants, Arts & Entertainment, Breakfast & Brunch","{'Monday': '15:0-2:0', 'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '15:0-2:0', 'Saturday': '15:0-2:0', 'Sunday': '15:0-2:0'}",,,,,,,,,,,,,,,,,,,
373,qBZ_sFOXjjGmch1gS64iJw,Rambling House Soda Pop,310 E Hudson St,Columbus,OH,43202,40.015436,-83.003029,4.5,53,1,"{'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsGoodForGroups': 'True', 'CoatCheck': 'False', 'HasTV': 'True', 'Music': ""{'live': True}"", 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'Smoking': ""u'no'"", 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'""}","Food, Nightlife, Arts & Entertainment, Bars, Lounges, Breweries, Music Venues, Cocktail Bars, Pubs, Jazz & Blues","{'Wednesday': '18:0-0:0', 'Thursday': '18:0-1:0', 'Friday': '18:0-1:0', 'Saturday': '18:0-1:0', 'Sunday': '18:0-0:0'}",,,,,,,,,,,,,,,,,,,
